,player_id,game_id,this_half,stat_type,stat_value,actual_play
25025,donaj001,TOR201604090,3_1,R,1,HR/78/L.2-H
25024,bautj002,TOR201604090,3_1,RBI,1,HR/78/L.2-H
25023,encae001,TOR201604090,3_1,AB,1,7/F
25022,encae001,TOR201604090,3_1,PA,1,7/F
25021,encae001,TOR201604090,3_1,LOB,0,7/F
25020,encae001,TOR201604090,3_1,RLSP,0,7/F
25019,tulot001,TOR201604090,3_1,AB,1,3/P
25018,tulot001,TOR201604090,3_1,PA,1,3/P
25017,tulot001,TOR201604090,3_1,LOB,0,3/P
25016,tulot001,TOR201604090,3_1,RLSP,0,3/P
25015,carre001,TOR201604090,3_1,AB,1,K
25014,carre001,TOR201604090,3_1,K,1,K
25013,carre001,TOR201604090,3_1,PA,1,K
25012,carre001,TOR201604090,3_1,LOB,0,K
25011,carre001,TOR201604090,3_1,RLSP,0,K
25010,sandp001,TOR201604090,4_0,AB,1,K23
25009,sandp001,TOR201604090,4_0,K,1,K23
25008,sandp001,TOR201604090,4_0,PA,1,K23
25007,sandp001,TOR201604090,4_0,LOB,0,K23
25006,sandp001,TOR201604090,4_0,RLSP,0,K23
25005,holtb002,TOR201604090,4_0,AB,1,K+PB.B-1
25004,holtb002,TOR201604090,4_0,K,1,K+PB.B-1
25003,holtb002,TOR201604090,4_0,PA,1,K+PB.B-1
25002,holtb002,TOR201604090,4_0,LOB,0,K+PB.B-1
25001,holtb002,TOR201604090,4_0,RLSP,0,K+PB.B-1
25000,castr004,TOR201604090,4_0,AB,1,D8/F.1-3
24999,castr004,TOR201604090,4_0,PA,1,D8/F.1-3
24998,castr004,TOR201604090,4_0,H,1,D8/F.1-3
24997,castr004,TOR201604090,4_0,D,1,D8/F.1-3
24996,swihb001,TOR201604090,4_0,SF,1,7/F/SF.3-H(UR);2-3
24995,swihb001,TOR201604090,4_0,PA,1,7/F/SF.3-H(UR);2-3
24994,holtb002,TOR201604090,4_0,R,1,7/F/SF.3-H(UR);2-3
24993,swihb001,TOR201604090,4_0,RBI,1,7/F/SF.3-H(UR);2-3
24992,bettm001,TOR201604090,4_0,AB,1,K23
24991,bettm001,TOR201604090,4_0,K,1,K23
24990,bettm001,TOR201604090,4_0,PA,1,K23
24989,bettm001,TOR201604090,4_0,LOB,1,K23
24988,bettm001,TOR201604090,4_0,RLSP,1,K23
24987,goinr001,TOR201604090,4_1,AB,1,K
24986,goinr001,TOR201604090,4_1,K,1,K
24985,goinr001,TOR201604090,4_1,PA,1,K
24984,goinr001,TOR201604090,4_1,LOB,0,K
24983,goinr001,TOR201604090,4_1,RLSP,0,K
24982,barnd001,TOR201604090,4_1,AB,1,9/F
24981,barnd001,TOR201604090,4_1,PA,1,9/F
24980,barnd001,TOR201604090,4_1,LOB,0,9/F
24979,barnd001,TOR201604090,4_1,RLSP,0,9/F
24978,tholj001,TOR201604090,4_1,AB,1,K
24977,tholj001,TOR201604090,4_1,K,1,K
24976,tholj001,TOR201604090,4_1,PA,1,K
24975,tholj001,TOR201604090,4_1,LOB,0,K
24974,tholj001,TOR201604090,4_1,RLSP,0,K
24973,pedrd001,TOR201604090,5_0,AB,1,S8/L
24972,pedrd001,TOR201604090,5_0,PA,1,S8/L
24971,pedrd001,TOR201604090,5_0,H,1,S8/L
24970,bogax001,TOR201604090,5_0,PA,1,W.1-2
24969,bogax001,TOR201604090,5_0,W,1,W.1-2
24968,shawt001,TOR201604090,5_0,AB,1,K
24967,shawt001,TOR201604090,5_0,K,1,K
24966,shawt001,TOR201604090,5_0,PA,1,K
24965,shawt001,TOR201604090,5_0,LOB,2,K
24964,shawt001,TOR201604090,5_0,RLSP,1,K
24963,ramih003,TOR201604090,5_0,AB,1,T9/L.2-H;1-H
24962,ramih003,TOR201604090,5_0,PA,1,T9/L.2-H;1-H
24961,ramih003,TOR201604090,5_0,H,1,T9/L.2-H;1-H
24960,ramih003,TOR201604090,5_0,T,1,T9/L.2-H;1-H
24959,pedrd001,TOR201604090,5_0,R,1,T9/L.2-H;1-H
24958,ramih003,TOR201604090,5_0,RBI,1,T9/L.2-H;1-H
24957,bogax001,TOR201604090,5_0,R,1,T9/L.2-H;1-H
24956,ramih003,TOR201604090,5_0,RBI,1,T9/L.2-H;1-H
24955,ramih003,TOR201604090,5_0,R,1,PB.3-H(NR)
24954,sandp001,TOR201604090,5_0,AB,1,K
24953,sandp001,TOR201604090,5_0,K,1,K
24952,sandp001,TOR201604090,5_0,PA,1,K
24951,sandp001,TOR201604090,5_0,LOB,0,K
24950,sandp001,TOR201604090,5_0,RLSP,0,K
24949,holtb002,TOR201604090,5_0,AB,1,D7/G
24948,holtb002,TOR201604090,5_0,PA,1,D7/G
24947,holtb002,TOR201604090,5_0,H,1,D7/G
24946,holtb002,TOR201604090,5_0,D,1,D7/G
24945,castr004,TOR201604090,5_0,AB,1,63/G
24944,castr004,TOR201604090,5_0,PA,1,63/G
24943,castr004,TOR201604090,5_0,LOB,1,63/G
24942,castr004,TOR201604090,5_0,RLSP,1,63/G
24941,pillk001,TOR201604090,5_1,AB,1,8/L+
24940,pillk001,TOR201604090,5_1,PA,1,8/L+
24939,pillk001,TOR201604090,5_1,LOB,0,8/L+
24938,pillk001,TOR201604090,5_1,RLSP,0,8/L+
24937,donaj001,TOR201604090,5_1,AB,1,8/F
24936,donaj001,TOR201604090,5_1,PA,1,8/F
24935,donaj001,TOR201604090,5_1,LOB,0,8/F
24934,donaj001,TOR201604090,5_1,RLSP,0,8/F
24933,bautj002,TOR201604090,5_1,PA,1,W
24932,bautj002,TOR201604090,5_1,W,1,W
24931,encae001,TOR201604090,5_1,AB,1,53/G
24930,encae001,TOR201604090,5_1,PA,1,53/G
24929,encae001,TOR201604090,5_1,LOB,1,53/G
24928,encae001,TOR201604090,5_1,RLSP,0,53/G
24927,swihb001,TOR201604090,6_0,AB,1,3/G
24926,swihb001,TOR201604090,6_0,PA,1,3/G
24925,swihb001,TOR201604090,6_0,LOB,0,3/G
24924,swihb001,TOR201604090,6_0,RLSP,0,3/G
24923,bettm001,TOR201604090,6_0,AB,1,S8/G
24922,bettm001,TOR201604090,6_0,PA,1,S8/G
24921,bettm001,TOR201604090,6_0,H,1,S8/G
24920,pedrd001,TOR201604090,6_0,AB,1,D9/L.1-H
24919,pedrd001,TOR201604090,6_0,PA,1,D9/L.1-H
24918,pedrd001,TOR201604090,6_0,H,1,D9/L.1-H
24917,pedrd001,TOR201604090,6_0,D,1,D9/L.1-H
24916,bettm001,TOR201604090,6_0,R,1,D9/L.1-H
24915,pedrd001,TOR201604090,6_0,RBI,1,D9/L.1-H
24914,bogax001,TOR201604090,6_0,AB,1,K
24913,bogax001,TOR201604090,6_0,K,1,K
24912,bogax001,TOR201604090,6_0,PA,1,K
24911,bogax001,TOR201604090,6_0,LOB,1,K
24910,bogax001,TOR201604090,6_0,RLSP,1,K
24909,shawt001,TOR201604090,6_0,AB,1,8/F
24908,shawt001,TOR201604090,6_0,PA,1,8/F
24907,shawt001,TOR201604090,6_0,LOB,1,8/F
24906,shawt001,TOR201604090,6_0,RLSP,1,8/F
24905,tulot001,TOR201604090,6_1,AB,1,S8/F-
24904,tulot001,TOR201604090,6_1,PA,1,S8/F-
24903,tulot001,TOR201604090,6_1,H,1,S8/F-
24902,carre001,TOR201604090,6_1,AB,1,36(1)/FO/G-
24901,carre001,TOR201604090,6_1,PA,1,36(1)/FO/G-
24900,carre001,TOR201604090,6_1,LOB,1,36(1)/FO/G-
24899,carre001,TOR201604090,6_1,RLSP,0,36(1)/FO/G-
24898,goinr001,TOR201604090,6_1,AB,1,43/G.1-2
24897,goinr001,TOR201604090,6_1,PA,1,43/G.1-2
24896,goinr001,TOR201604090,6_1,LOB,1,43/G.1-2
24895,goinr001,TOR201604090,6_1,RLSP,0,43/G.1-2
24894,barnd001,TOR201604090,6_1,AB,1,S5/G.2-3
24893,barnd001,TOR201604090,6_1,PA,1,S5/G.2-3
24892,barnd001,TOR201604090,6_1,H,1,S5/G.2-3
24891,tholj001,TOR201604090,6_1,AB,1,31/G
24890,tholj001,TOR201604090,6_1,PA,1,31/G
24889,tholj001,TOR201604090,6_1,LOB,2,31/G
24888,tholj001,TOR201604090,6_1,RLSP,1,31/G
24887,ramih003,TOR201604090,7_0,AB,1,63/G
24886,ramih003,TOR201604090,7_0,PA,1,63/G
24885,ramih003,TOR201604090,7_0,LOB,0,63/G
24884,ramih003,TOR201604090,7_0,RLSP,0,63/G
24883,sandp001,TOR201604090,7_0,PA,1,W
24882,sandp001,TOR201604090,7_0,W,1,W
24881,holtb002,TOR201604090,7_0,AB,1,K
24880,holtb002,TOR201604090,7_0,K,1,K
24879,holtb002,TOR201604090,7_0,PA,1,K
24878,holtb002,TOR201604090,7_0,LOB,1,K
24877,holtb002,TOR201604090,7_0,RLSP,0,K
24876,castr004,TOR201604090,7_0,AB,1,64(1)/FO/G
24875,castr004,TOR201604090,7_0,PA,1,64(1)/FO/G
24874,castr004,TOR201604090,7_0,LOB,1,64(1)/FO/G
24873,castr004,TOR201604090,7_0,RLSP,0,64(1)/FO/G
24872,pillk001,TOR201604090,7_1,AB,1,53/G
24871,pillk001,TOR201604090,7_1,PA,1,53/G
24870,pillk001,TOR201604090,7_1,LOB,0,53/G
24869,pillk001,TOR201604090,7_1,RLSP,0,53/G
24868,donaj001,TOR201604090,7_1,AB,1,K
24867,donaj001,TOR201604090,7_1,K,1,K
24866,donaj001,TOR201604090,7_1,PA,1,K
24865,donaj001,TOR201604090,7_1,LOB,0,K
24864,donaj001,TOR201604090,7_1,RLSP,0,K
24863,bautj002,TOR201604090,7_1,AB,1,7/F
24862,bautj002,TOR201604090,7_1,PA,1,7/F
24861,bautj002,TOR201604090,7_1,LOB,0,7/F
24860,bautj002,TOR201604090,7_1,RLSP,0,7/F
24859,swihb001,TOR201604090,8_0,AB,1,S9/L
24858,swihb001,TOR201604090,8_0,PA,1,S9/L
24857,swihb001,TOR201604090,8_0,H,1,S9/L
24856,bettm001,TOR201604090,8_0,PA,1,W.1-2
24855,bettm001,TOR201604090,8_0,W,1,W.1-2
24854,pedrd001,TOR201604090,8_0,AB,1,9/L
24853,pedrd001,TOR201604090,8_0,PA,1,9/L
24852,pedrd001,TOR201604090,8_0,LOB,2,9/L
24851,pedrd001,TOR201604090,8_0,RLSP,1,9/L
24850,bogax001,TOR201604090,8_0,AB,1,8/F.2-3
24849,bogax001,TOR201604090,8_0,PA,1,8/F.2-3
24848,bogax001,TOR201604090,8_0,LOB,2,8/F.2-3
24847,bogax001,TOR201604090,8_0,RLSP,1,8/F.2-3
24846,bettm001,TOR201604090,8_0,SB,1,SB2
24845,shawt001,TOR201604090,8_0,AB,1,K
24844,shawt001,TOR201604090,8_0,K,1,K
24843,shawt001,TOR201604090,8_0,PA,1,K
24842,shawt001,TOR201604090,8_0,LOB,2,K
24841,shawt001,TOR201604090,8_0,RLSP,2,K
24840,encae001,TOR201604090,8_1,AB,1,53/G
24839,encae001,TOR201604090,8_1,PA,1,53/G
24838,encae001,TOR201604090,8_1,LOB,0,53/G
24837,encae001,TOR201604090,8_1,RLSP,0,53/G
24836,tulot001,TOR201604090,8_1,AB,1,63/G
24835,tulot001,TOR201604090,8_1,PA,1,63/G
24834,tulot001,TOR201604090,8_1,LOB,0,63/G
24833,tulot001,TOR201604090,8_1,RLSP,0,63/G
24832,colac001,TOR201604090,8_1,AB,1,3/L+
24831,colac001,TOR201604090,8_1,PA,1,3/L+
24830,colac001,TOR201604090,8_1,LOB,0,3/L+
24829,colac001,TOR201604090,8_1,RLSP,0,3/L+
24828,ramih003,TOR201604090,9_0,AB,1,53/G
24827,ramih003,TOR201604090,9_0,PA,1,53/G
24826,ramih003,TOR201604090,9_0,LOB,0,53/G
24825,ramih003,TOR201604090,9_0,RLSP,0,53/G
24824,sandp001,TOR201604090,9_0,AB,1,4/P
24823,sandp001,TOR201604090,9_0,PA,1,4/P
24822,sandp001,TOR201604090,9_0,LOB,0,4/P
24821,sandp001,TOR201604090,9_0,RLSP,0,4/P
24820,holtb002,TOR201604090,9_0,AB,1,K
24819,holtb002,TOR201604090,9_0,K,1,K
24818,holtb002,TOR201604090,9_0,PA,1,K
24817,holtb002,TOR201604090,9_0,LOB,0,K
24816,holtb002,TOR201604090,9_0,RLSP,0,K
24815,martr004,TOR201604090,9_1,AB,1,K
24814,martr004,TOR201604090,9_1,K,1,K
24813,martr004,TOR201604090,9_1,PA,1,K
24812,martr004,TOR201604090,9_1,LOB,0,K
24811,martr004,TOR201604090,9_1,RLSP,0,K
24810,barnd001,TOR201604090,9_1,AB,1,43/G
24809,barnd001,TOR201604090,9_1,PA,1,43/G
24808,barnd001,TOR201604090,9_1,LOB,0,43/G
24807,barnd001,TOR201604090,9_1,RLSP,0,43/G
24806,smoaj001,TOR201604090,9_1,AB,1,K
24805,smoaj001,TOR201604090,9_1,K,1,K
24804,smoaj001,TOR201604090,9_1,PA,1,K
24803,smoaj001,TOR201604090,9_1,LOB,0,K
24802,smoaj001,TOR201604090,9_1,RLSP,0,K
24801,bettm001,TOR201604100,1_0,AB,1,K
24800,bettm001,TOR201604100,1_0,K,1,K
24799,bettm001,TOR201604100,1_0,PA,1,K
24798,bettm001,TOR201604100,1_0,LOB,0,K
24797,bettm001,TOR201604100,1_0,RLSP,0,K
24796,pedrd001,TOR201604100,1_0,AB,1,53/G
24795,pedrd001,TOR201604100,1_0,PA,1,53/G
24794,pedrd001,TOR201604100,1_0,LOB,0,53/G
24793,pedrd001,TOR201604100,1_0,RLSP,0,53/G
24792,bogax001,TOR201604100,1_0,AB,1,2/BP2F
24791,bogax001,TOR201604100,1_0,PA,1,2/BP2F
24790,bogax001,TOR201604100,1_0,LOB,0,2/BP2F
24789,bogax001,TOR201604100,1_0,RLSP,0,2/BP2F
24788,pillk001,TOR201604100,1_1,AB,1,S7/L
24787,pillk001,TOR201604100,1_1,PA,1,S7/L
24786,pillk001,TOR201604100,1_1,H,1,S7/L
24785,donaj001,TOR201604100,1_1,AB,1,S8/G.1-2
24784,donaj001,TOR201604100,1_1,PA,1,S8/G.1-2
24783,donaj001,TOR201604100,1_1,H,1,S8/G.1-2
24782,bautj002,TOR201604100,1_1,PA,1,W
24781,bautj002,TOR201604100,1_1,W,1,W
24780,encae001,TOR201604100,1_1,AB,1,64(1)/FO/G.3-H;2-H(UR)(E4/TH)(NR)
24779,encae001,TOR201604100,1_1,PA,1,64(1)/FO/G.3-H;2-H(UR)(E4/TH)(NR)
24778,encae001,TOR201604100,1_1,LOB,3,64(1)/FO/G.3-H;2-H(UR)(E4/TH)(NR)
24777,encae001,TOR201604100,1_1,RLSP,2,64(1)/FO/G.3-H;2-H(UR)(E4/TH)(NR)
24776,pillk001,TOR201604100,1_1,R,1,64(1)/FO/G.3-H;2-H(UR)(E4/TH)(NR)
24775,encae001,TOR201604100,1_1,RBI,1,64(1)/FO/G.3-H;2-H(UR)(E4/TH)(NR)
24774,donaj001,TOR201604100,1_1,R,1,64(1)/FO/G.3-H;2-H(UR)(E4/TH)(NR)
24773,encae001,TOR201604100,1_1,RBI,1,64(1)/FO/G.3-H;2-H(UR)(E4/TH)(NR)
24772,tulot001,TOR201604100,1_1,AB,1,K
24771,tulot001,TOR201604100,1_1,K,1,K
24770,tulot001,TOR201604100,1_1,PA,1,K
24769,tulot001,TOR201604100,1_1,LOB,1,K
24768,tulot001,TOR201604100,1_1,RLSP,1,K
24767,saunm001,TOR201604100,1_1,AB,1,9/F
24766,saunm001,TOR201604100,1_1,PA,1,9/F
24765,saunm001,TOR201604100,1_1,LOB,1,9/F
24764,saunm001,TOR201604100,1_1,RLSP,1,9/F
24763,ortid001,TOR201604100,2_0,AB,1,63/G
24762,ortid001,TOR201604100,2_0,PA,1,63/G
24761,ortid001,TOR201604100,2_0,LOB,0,63/G
24760,ortid001,TOR201604100,2_0,RLSP,0,63/G
24759,ramih003,TOR201604100,2_0,AB,1,D7/L
24758,ramih003,TOR201604100,2_0,PA,1,D7/L
24757,ramih003,TOR201604100,2_0,H,1,D7/L
24756,ramih003,TOR201604100,2_0,D,1,D7/L
24755,shawt001,TOR201604100,2_0,PA,1,W
24754,shawt001,TOR201604100,2_0,W,1,W
24753,younc004,TOR201604100,2_0,AB,1,K
24752,younc004,TOR201604100,2_0,K,1,K
24751,younc004,TOR201604100,2_0,PA,1,K
24750,younc004,TOR201604100,2_0,LOB,2,K
24749,younc004,TOR201604100,2_0,RLSP,1,K
24748,swihb001,TOR201604100,2_0,AB,1,6/P
24747,swihb001,TOR201604100,2_0,PA,1,6/P
24746,swihb001,TOR201604100,2_0,LOB,2,6/P
24745,swihb001,TOR201604100,2_0,RLSP,1,6/P
24744,martr004,TOR201604100,2_1,AB,1,63/G
24743,martr004,TOR201604100,2_1,PA,1,63/G
24742,martr004,TOR201604100,2_1,LOB,0,63/G
24741,martr004,TOR201604100,2_1,RLSP,0,63/G
24740,goinr001,TOR201604100,2_1,PA,1,W
24739,goinr001,TOR201604100,2_1,W,1,W
24738,barnd001,TOR201604100,2_1,AB,1,14(1)3/GDP
24737,barnd001,TOR201604100,2_1,PA,1,14(1)3/GDP
24736,barnd001,TOR201604100,2_1,LOB,1,14(1)3/GDP
24735,barnd001,TOR201604100,2_1,RLSP,0,14(1)3/GDP
24734,bradj001,TOR201604100,3_0,AB,1,S9/G
24733,bradj001,TOR201604100,3_0,PA,1,S9/G
24732,bradj001,TOR201604100,3_0,H,1,S9/G
24731,bettm001,TOR201604100,3_0,AB,1,K
24730,bettm001,TOR201604100,3_0,K,1,K
24729,bettm001,TOR201604100,3_0,PA,1,K
24728,bettm001,TOR201604100,3_0,LOB,1,K
24727,bettm001,TOR201604100,3_0,RLSP,0,K
24726,pedrd001,TOR201604100,3_0,AB,1,16(1)/FO/G
24725,pedrd001,TOR201604100,3_0,PA,1,16(1)/FO/G
24724,pedrd001,TOR201604100,3_0,LOB,1,16(1)/FO/G
24723,pedrd001,TOR201604100,3_0,RLSP,0,16(1)/FO/G
24722,bogax001,TOR201604100,3_0,AB,1,D9/L.1XH(942)
24721,bogax001,TOR201604100,3_0,PA,1,D9/L.1XH(942)
24720,bogax001,TOR201604100,3_0,H,1,D9/L.1XH(942)
24719,bogax001,TOR201604100,3_0,D,1,D9/L.1XH(942)
24718,pillk001,TOR201604100,3_1,AB,1,8/F
24717,pillk001,TOR201604100,3_1,PA,1,8/F
24716,pillk001,TOR201604100,3_1,LOB,0,8/F
24715,pillk001,TOR201604100,3_1,RLSP,0,8/F
24714,donaj001,TOR201604100,3_1,AB,1,K
24713,donaj001,TOR201604100,3_1,K,1,K
24712,donaj001,TOR201604100,3_1,PA,1,K
24711,donaj001,TOR201604100,3_1,LOB,0,K
24710,donaj001,TOR201604100,3_1,RLSP,0,K
24709,bautj002,TOR201604100,3_1,AB,1,8/F
24708,bautj002,TOR201604100,3_1,PA,1,8/F
24707,bautj002,TOR201604100,3_1,LOB,0,8/F
24706,bautj002,TOR201604100,3_1,RLSP,0,8/F
24705,ortid001,TOR201604100,4_0,AB,1,8/F
24704,ortid001,TOR201604100,4_0,PA,1,8/F
24703,ortid001,TOR201604100,4_0,LOB,0,8/F
24702,ortid001,TOR201604100,4_0,RLSP,0,8/F
24701,ramih003,TOR201604100,4_0,AB,1,S7/L
24700,ramih003,TOR201604100,4_0,PA,1,S7/L
24699,ramih003,TOR201604100,4_0,H,1,S7/L
24698,shawt001,TOR201604100,4_0,AB,1,5/P
24697,shawt001,TOR201604100,4_0,PA,1,5/P
24696,shawt001,TOR201604100,4_0,LOB,1,5/P
24695,shawt001,TOR201604100,4_0,RLSP,0,5/P
24694,younc004,TOR201604100,4_0,AB,1,K
24693,younc004,TOR201604100,4_0,K,1,K
24692,younc004,TOR201604100,4_0,PA,1,K
24691,younc004,TOR201604100,4_0,LOB,1,K
24690,younc004,TOR201604100,4_0,RLSP,0,K
24689,encae001,TOR201604100,4_1,AB,1,63/G
24688,encae001,TOR201604100,4_1,PA,1,63/G
24687,encae001,TOR201604100,4_1,LOB,0,63/G
24686,encae001,TOR201604100,4_1,RLSP,0,63/G
24685,tulot001,TOR201604100,4_1,AB,1,63/G
24684,tulot001,TOR201604100,4_1,PA,1,63/G
24683,tulot001,TOR201604100,4_1,LOB,0,63/G
24682,tulot001,TOR201604100,4_1,RLSP,0,63/G
24681,saunm001,TOR201604100,4_1,PA,1,W
24680,saunm001,TOR201604100,4_1,W,1,W
24679,martr004,TOR201604100,4_1,AB,1,S9/L.1-2
24678,martr004,TOR201604100,4_1,PA,1,S9/L.1-2
24677,martr004,TOR201604100,4_1,H,1,S9/L.1-2
24676,goinr001,TOR201604100,4_1,AB,1,S7/G.2-3;1-2
24675,goinr001,TOR201604100,4_1,PA,1,S7/G.2-3;1-2
24674,goinr001,TOR201604100,4_1,H,1,S7/G.2-3;1-2
24673,barnd001,TOR201604100,4_1,AB,1,65(2)/FO/G.1-2
24672,barnd001,TOR201604100,4_1,PA,1,65(2)/FO/G.1-2
24671,barnd001,TOR201604100,4_1,LOB,3,65(2)/FO/G.1-2
24670,barnd001,TOR201604100,4_1,RLSP,2,65(2)/FO/G.1-2
24669,swihb001,TOR201604100,5_0,AB,1,S8/L
24668,swihb001,TOR201604100,5_0,PA,1,S8/L
24667,swihb001,TOR201604100,5_0,H,1,S8/L
24666,bradj001,TOR201604100,5_0,AB,1,7/F
24665,bradj001,TOR201604100,5_0,PA,1,7/F
24664,bradj001,TOR201604100,5_0,LOB,1,7/F
24663,bradj001,TOR201604100,5_0,RLSP,0,7/F
24662,bettm001,TOR201604100,5_0,AB,1,4/P-
24661,bettm001,TOR201604100,5_0,PA,1,4/P-
24660,bettm001,TOR201604100,5_0,LOB,1,4/P-
24659,bettm001,TOR201604100,5_0,RLSP,0,4/P-
24658,pedrd001,TOR201604100,5_0,AB,1,K
24657,pedrd001,TOR201604100,5_0,K,1,K
24656,pedrd001,TOR201604100,5_0,PA,1,K
24655,pedrd001,TOR201604100,5_0,LOB,1,K
24654,pedrd001,TOR201604100,5_0,RLSP,0,K
24653,pillk001,TOR201604100,5_1,AB,1,63/G
24652,pillk001,TOR201604100,5_1,PA,1,63/G
24651,pillk001,TOR201604100,5_1,LOB,0,63/G
24650,pillk001,TOR201604100,5_1,RLSP,0,63/G
24649,donaj001,TOR201604100,5_1,AB,1,K
24648,donaj001,TOR201604100,5_1,K,1,K
24647,donaj001,TOR201604100,5_1,PA,1,K
24646,donaj001,TOR201604100,5_1,LOB,0,K
24645,donaj001,TOR201604100,5_1,RLSP,0,K
24644,bautj002,TOR201604100,5_1,AB,1,K
24643,bautj002,TOR201604100,5_1,K,1,K
24642,bautj002,TOR201604100,5_1,PA,1,K
24641,bautj002,TOR201604100,5_1,LOB,0,K
24640,bautj002,TOR201604100,5_1,RLSP,0,K
24639,bogax001,TOR201604100,6_0,AB,1,K
24638,bogax001,TOR201604100,6_0,K,1,K
24637,bogax001,TOR201604100,6_0,PA,1,K
24636,bogax001,TOR201604100,6_0,LOB,0,K
24635,bogax001,TOR201604100,6_0,RLSP,0,K
24634,ortid001,TOR201604100,6_0,AB,1,6/P
24633,ortid001,TOR201604100,6_0,PA,1,6/P
24632,ortid001,TOR201604100,6_0,LOB,0,6/P
24631,ortid001,TOR201604100,6_0,RLSP,0,6/P
24630,ramih003,TOR201604100,6_0,AB,1,4/P
24629,ramih003,TOR201604100,6_0,PA,1,4/P
24628,ramih003,TOR201604100,6_0,LOB,0,4/P
24627,ramih003,TOR201604100,6_0,RLSP,0,4/P
24626,encae001,TOR201604100,6_1,AB,1,S8/L+
24625,encae001,TOR201604100,6_1,PA,1,S8/L+
24624,encae001,TOR201604100,6_1,H,1,S8/L+
24623,tulot001,TOR201604100,6_1,AB,1,14(1)3/GDP
24622,tulot001,TOR201604100,6_1,PA,1,14(1)3/GDP
24621,tulot001,TOR201604100,6_1,LOB,1,14(1)3/GDP
24620,tulot001,TOR201604100,6_1,RLSP,0,14(1)3/GDP
24619,saunm001,TOR201604100,6_1,AB,1,53/G
24618,saunm001,TOR201604100,6_1,PA,1,53/G
24617,saunm001,TOR201604100,6_1,LOB,0,53/G
24616,saunm001,TOR201604100,6_1,RLSP,0,53/G
24615,shawt001,TOR201604100,7_0,PA,1,W
24614,shawt001,TOR201604100,7_0,W,1,W
24613,younc004,TOR201604100,7_0,AB,1,8/F
24612,younc004,TOR201604100,7_0,PA,1,8/F
24611,younc004,TOR201604100,7_0,LOB,1,8/F
24610,younc004,TOR201604100,7_0,RLSP,0,8/F
24609,swihb001,TOR201604100,7_0,AB,1,K
24608,swihb001,TOR201604100,7_0,K,1,K
24607,swihb001,TOR201604100,7_0,PA,1,K
24606,swihb001,TOR201604100,7_0,LOB,1,K
24605,swihb001,TOR201604100,7_0,RLSP,0,K
24604,bradj001,TOR201604100,7_0,AB,1,K
24603,bradj001,TOR201604100,7_0,K,1,K
24602,bradj001,TOR201604100,7_0,PA,1,K
24601,bradj001,TOR201604100,7_0,LOB,1,K
24600,bradj001,TOR201604100,7_0,RLSP,0,K
24599,martr004,TOR201604100,7_1,AB,1,K
24598,martr004,TOR201604100,7_1,K,1,K
24597,martr004,TOR201604100,7_1,PA,1,K
24596,martr004,TOR201604100,7_1,LOB,0,K
24595,martr004,TOR201604100,7_1,RLSP,0,K
24594,goinr001,TOR201604100,7_1,AB,1,DGR/7/L
24593,goinr001,TOR201604100,7_1,PA,1,DGR/7/L
24592,goinr001,TOR201604100,7_1,H,1,DGR/7/L
24591,goinr001,TOR201604100,7_1,D,1,DGR/7/L
24590,barnd001,TOR201604100,7_1,AB,1,53/G
24589,barnd001,TOR201604100,7_1,PA,1,53/G
24588,barnd001,TOR201604100,7_1,LOB,1,53/G
24587,barnd001,TOR201604100,7_1,RLSP,1,53/G
24586,pillk001,TOR201604100,7_1,AB,1,13/G
24585,pillk001,TOR201604100,7_1,PA,1,13/G
24584,pillk001,TOR201604100,7_1,LOB,1,13/G
24583,pillk001,TOR201604100,7_1,RLSP,1,13/G
24582,bettm001,TOR201604100,8_0,AB,1,8/F
24581,bettm001,TOR201604100,8_0,PA,1,8/F
24580,bettm001,TOR201604100,8_0,LOB,0,8/F
24579,bettm001,TOR201604100,8_0,RLSP,0,8/F
24578,pedrd001,TOR201604100,8_0,AB,1,S5/G
24577,pedrd001,TOR201604100,8_0,PA,1,S5/G
24576,pedrd001,TOR201604100,8_0,H,1,S5/G
24575,bogax001,TOR201604100,8_0,AB,1,54(1)3/GDP
24574,bogax001,TOR201604100,8_0,PA,1,54(1)3/GDP
24573,bogax001,TOR201604100,8_0,LOB,1,54(1)3/GDP
24572,bogax001,TOR201604100,8_0,RLSP,0,54(1)3/GDP
24571,donaj001,TOR201604100,8_1,AB,1,HR/78/F
24570,donaj001,TOR201604100,8_1,PA,1,HR/78/F
24569,donaj001,TOR201604100,8_1,H,1,HR/78/F
24568,donaj001,TOR201604100,8_1,HR,1,HR/78/F
24567,donaj001,TOR201604100,8_1,R,1,HR/78/F
24566,donaj001,TOR201604100,8_1,RBI,1,HR/78/F
24565,bautj002,TOR201604100,8_1,PA,1,W
24564,bautj002,TOR201604100,8_1,W,1,W
24563,encae001,TOR201604100,8_1,AB,1,54(1)3/GDP
24562,encae001,TOR201604100,8_1,PA,1,54(1)3/GDP
24561,encae001,TOR201604100,8_1,LOB,1,54(1)3/GDP
24560,encae001,TOR201604100,8_1,RLSP,0,54(1)3/GDP
24559,tulot001,TOR201604100,8_1,AB,1,8/F
24558,tulot001,TOR201604100,8_1,PA,1,8/F
24557,tulot001,TOR201604100,8_1,LOB,0,8/F
24556,tulot001,TOR201604100,8_1,RLSP,0,8/F
24555,ortid001,TOR201604100,9_0,AB,1,K
24554,ortid001,TOR201604100,9_0,K,1,K
